MAGNITUDE,PLACE,REGISTERED_AT,UPDATED_AT,TZ,URL,DETAIL,FELT,CDI,MMI,ALERT,STATUS,TSUNAMI,SIG,NET,ID,IDS,SOURCES,TYPES,NST,DMIN,RMS,GAP,MAGTYPE,TYPE,TITLE,GEO_TYPE,LATITUDE,LONGITUDE,ALTITUDE,RN
1.9,"38 km ENE of Susitna North, Alaska",2024-10-14 06:23:14.596 Z,2024-10-14 06:25:30.390 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8ehig3,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8ehig3.geojson,,,,,automatic,0,56,ak,024d8ehig3,",ak024d8ehig3,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.9 - 38 km ENE of Susitna North, Alaska",Point,-149.1596,62.2795,32.1,2
1.7,"64 km S of Cantwell, Alaska",2024-10-14 06:27:05.561 Z,2024-10-14 06:28:51.247 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8eicm4,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8eicm4.geojson,,,,,automatic,0,44,ak,024d8eicm4,",ak024d8eicm4,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.7 - 64 km S of Cantwell, Alaska",Point,-148.8773,62.8155,59.5,1
1.7,"64 km S of Cantwell, Alaska",2024-10-14 06:27:05.561 Z,2024-10-14 06:28:51.247 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8eicm4,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8eicm4.geojson,,,,,automatic,0,44,ak,024d8eicm4,",ak024d8eicm4,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.7 - 64 km S of Cantwell, Alaska",Point,-148.8773,62.8155,59.5,2
1.6,"13 km S of Gateway, Alaska",2024-10-14 06:46:30.020 Z,2024-10-14 06:47:54.080 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8emh3u,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8emh3u.geojson,,,,,automatic,0,39,ak,024d8emh3u,",ak024d8emh3u,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.6 - 13 km S of Gateway, Alaska",Point,-149.2845,61.4503,33.6,1
1.6,"13 km S of Gateway, Alaska",2024-10-14 06:46:30.020 Z,2024-10-14 06:47:54.080 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8emh3u,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8emh3u.geojson,,,,,automatic,0,39,ak,024d8emh3u,",ak024d8emh3u,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.6 - 13 km S of Gateway, Alaska",Point,-149.2845,61.4503,33.6,2
1.3,"17 km SSW of Gateway, Alaska",2024-10-14 07:04:39.598 Z,2024-10-14 07:06:56.010 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8eyxdj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8eyxdj.geojson,,,,,automatic,0,26,ak,024d8eyxdj,",ak024d8eyxdj,",",ak,",",origin,phase-data,",,,0.64,,ml,earthquake,"M 1.3 - 17 km SSW of Gateway, Alaska",Point,-149.3158,61.4226,22,1
1.3,"17 km SSW of Gateway, Alaska",2024-10-14 07:04:39.598 Z,2024-10-14 07:06:56.010 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8eyxdj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8eyxdj.geojson,,,,,automatic,0,26,ak,024d8eyxdj,",ak024d8eyxdj,",",ak,",",origin,phase-data,",,,0.64,,ml,earthquake,"M 1.3 - 17 km SSW of Gateway, Alaska",Point,-149.3158,61.4226,22,2
1.4,"15 km W of Four Mile Road, Alaska",2024-10-14 07:27:30.768 Z,2024-10-14 07:30:13.764 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8f3u5w,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8f3u5w.geojson,,,,,automatic,0,30,ak,024d8f3u5w,",ak024d8f3u5w,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.4 - 15 km W of Four Mile Road, Alaska",Point,-149.4507,64.6046,17.8,1
1.4,"15 km W of Four Mile Road, Alaska",2024-10-14 07:27:30.768 Z,2024-10-14 07:30:13.764 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8f3u5w,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8f3u5w.geojson,,,,,automatic,0,30,ak,024d8f3u5w,",ak024d8f3u5w,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.4 - 15 km W of Four Mile Road, Alaska",Point,-149.4507,64.6046,17.8,2
1.3,"16 km W of Four Mile Road, Alaska",2024-10-14 07:29:51.623 Z,2024-10-14 07:32:15.581 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8f4b7e,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8f4b7e.geojson,,,,,automatic,0,26,ak,024d8f4b7e,",ak024d8f4b7e,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.3 - 16 km W of Four Mile Road, Alaska",Point,-149.4549,64.607,19,1
1.3,"16 km W of Four Mile Road, Alaska",2024-10-14 07:29:51.623 Z,2024-10-14 07:32:15.581 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8f4b7e,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8f4b7e.geojson,,,,,automatic,0,26,ak,024d8f4b7e,",ak024d8f4b7e,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.3 - 16 km W of Four Mile Road, Alaska",Point,-149.4549,64.607,19,2
1.7,"47 km SSE of Nelchina, Alaska",2024-10-14 09:27:01.457 Z,2024-10-14 09:28:41.067 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8gan41,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8gan41.geojson,,,,,automatic,0,44,ak,024d8gan41,",ak024d8gan41,",",ak,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 1.7 - 47 km SSE of Nelchina, Alaska",Point,-146.3216,61.6268,40,1
1.7,"47 km SSE of Nelchina, Alaska",2024-10-14 09:27:01.457 Z,2024-10-14 09:28:41.067 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8gan41,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8gan41.geojson,,,,,automatic,0,44,ak,024d8gan41,",ak024d8gan41,",",ak,",",origin,phase-data,",,,0.5,,ml,earthquake,"M 1.7 - 47 km SSE of Nelchina, Alaska",Point,-146.3216,61.6268,40,2
2,"19 km S of Kokhanok, Alaska",2024-10-14 09:42:56.469 Z,2024-10-14 09:44:42.388 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8gdz3i,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8gdz3i.geojson,,,,,automatic,0,62,ak,024d8gdz3i,",ak024d8gdz3i,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 2.0 - 19 km S of Kokhanok, Alaska",Point,-154.7383,59.2625,4.6,1
2,"19 km S of Kokhanok, Alaska",2024-10-14 09:42:56.469 Z,2024-10-14 09:44:42.388 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8gdz3i,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8gdz3i.geojson,,,,,automatic,0,62,ak,024d8gdz3i,",ak024d8gdz3i,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 2.0 - 19 km S of Kokhanok, Alaska",Point,-154.7383,59.2625,4.6,2
1.8,"5 km S of Big Lake, Alaska",2024-10-14 10:31:40.940 Z,2024-10-14 10:34:18.877 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8gx0mm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8gx0mm.geojson,,,,,automatic,0,50,ak,024d8gx0mm,",ak024d8gx0mm,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.8 - 5 km S of Big Lake, Alaska",Point,-149.9422,61.4723,29.4,1
1.8,"5 km S of Big Lake, Alaska",2024-10-14 10:31:40.940 Z,2024-10-14 10:34:18.877 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8gx0mm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8gx0mm.geojson,,,,,automatic,0,50,ak,024d8gx0mm,",ak024d8gx0mm,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.8 - 5 km S of Big Lake, Alaska",Point,-149.9422,61.4723,29.4,2
1.5,"95 km WNW of Tyonek, Alaska",2024-10-14 10:41:39.063 Z,2024-10-14 10:57:13.297 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8gz5n6,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8gz5n6.geojson,,,,,automatic,0,35,ak,024d8gz5n6,",ak024d8gz5n6,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.5 - 95 km WNW of Tyonek, Alaska",Point,-152.7915,61.3802,13,1
1.6,"14 km ESE of Ninilchik, Alaska",2024-10-14 11:06:35.332 Z,2024-10-14 11:08:21.691 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8hd2wd,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8hd2wd.geojson,,,,,automatic,0,39,ak,024d8hd2wd,",ak024d8hd2wd,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.6 - 14 km ESE of Ninilchik, Alaska",Point,-151.431,59.9888,68.1,1
1.6,"14 km ESE of Ninilchik, Alaska",2024-10-14 11:06:35.332 Z,2024-10-14 11:08:21.691 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8hd2wd,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8hd2wd.geojson,,,,,automatic,0,39,ak,024d8hd2wd,",ak024d8hd2wd,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.6 - 14 km ESE of Ninilchik, Alaska",Point,-151.431,59.9888,68.1,2
2.8,"28 km NW of Susitna, Alaska",2024-10-14 12:04:24.470 Z,2024-10-14 12:06:21.600 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8hy27e,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8hy27e.geojson,,,,,automatic,0,121,ak,024d8hy27e,",ak024d8hy27e,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 2.8 - 28 km NW of Susitna, Alaska",Point,-150.8722,61.7342,44.3,1
2.8,"28 km NW of Susitna, Alaska",2024-10-14 12:04:24.470 Z,2024-10-14 12:06:21.600 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8hy27e,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8hy27e.geojson,,,,,automatic,0,121,ak,024d8hy27e,",ak024d8hy27e,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 2.8 - 28 km NW of Susitna, Alaska",Point,-150.8722,61.7342,44.3,2
1.3,"43 km W of Tatitlek, Alaska",2024-10-14 12:10:48.290 Z,2024-10-14 12:13:41.357 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8hzed9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8hzed9.geojson,,,,,automatic,0,26,ak,024d8hzed9,",ak024d8hzed9,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.3 - 43 km W of Tatitlek, Alaska",Point,-147.4698,60.8022,30.2,1
1.3,"43 km W of Tatitlek, Alaska",2024-10-14 12:10:48.290 Z,2024-10-14 12:13:41.357 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8hzed9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8hzed9.geojson,,,,,automatic,0,26,ak,024d8hzed9,",ak024d8hzed9,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.3 - 43 km W of Tatitlek, Alaska",Point,-147.4698,60.8022,30.2,2
1.4,"11 km NNW of Four Mile Road, Alaska",2024-10-14 12:44:09.059 Z,2024-10-14 12:46:25.698 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8i6lop,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8i6lop.geojson,,,,,automatic,0,30,ak,024d8i6lop,",ak024d8i6lop,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.4 - 11 km NNW of Four Mile Road, Alaska",Point,-149.2157,64.7019,10.7,1
1.4,"11 km NNW of Four Mile Road, Alaska",2024-10-14 12:44:09.059 Z,2024-10-14 12:46:25.698 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8i6lop,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8i6lop.geojson,,,,,automatic,0,30,ak,024d8i6lop,",ak024d8i6lop,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.4 - 11 km NNW of Four Mile Road, Alaska",Point,-149.2157,64.7019,10.7,2
0.9,"88 km NW of Karluk, Alaska",2024-10-14 14:41:49.201 Z,2024-10-14 14:43:18.792 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8jcwug,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8jcwug.geojson,,,,,automatic,0,12,ak,024d8jcwug,",ak024d8jcwug,",",ak,",",origin,phase-data,",,,1.3,,ml,earthquake,"M 0.9 - 88 km NW of Karluk, Alaska",Point,-155.3984,58.1836,6.1,1
0.9,"88 km NW of Karluk, Alaska",2024-10-14 14:41:49.201 Z,2024-10-14 14:43:18.792 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8jcwug,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8jcwug.geojson,,,,,automatic,0,12,ak,024d8jcwug,",ak024d8jcwug,",",ak,",",origin,phase-data,",,,1.3,,ml,earthquake,"M 0.9 - 88 km NW of Karluk, Alaska",Point,-155.3984,58.1836,6.1,2
1.5,"16 km SSW of Cantwell, Alaska",2024-10-14 14:57:45.420 Z,2024-10-14 15:00:16.181 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8jgc0e,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8jgc0e.geojson,,,,,automatic,0,35,ak,024d8jgc0e,",ak024d8jgc0e,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.5 - 16 km SSW of Cantwell, Alaska",Point,-149.1091,63.2644,69,1
1.5,"37 km NW of Willow, Alaska",2024-10-14 16:58:28.858 Z,2024-10-14 17:01:02.595 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8kndnp,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8kndnp.geojson,,,,,automatic,0,35,ak,024d8kndnp,",ak024d8kndnp,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.5 - 37 km NW of Willow, Alaska",Point,-150.5688,61.9767,55.7,1
1.9,"33 km WNW of Willow, Alaska",2024-10-14 18:10:38.810 Z,2024-10-14 18:12:35.537 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d8ljz9l,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024d8ljz9l.geojson,,,,,automatic,0,56,ak,024d8ljz9l,",ak024d8ljz9l,",",ak,",",origin,phase-data,",,,0.37,,ml,earthquake,"M 1.9 - 33 km WNW of Willow, Alaska",Point,-150.6137,61.8841,2.5,1
1.1,"62 km ENE of Pedro Bay, Alaska",2024-10-15 12:21:51.202 Z,2024-10-15 12:23:27.825 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da5l3yo,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da5l3yo.geojson,,,,,automatic,0,19,ak,024da5l3yo,",ak024da5l3yo,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 1.1 - 62 km ENE of Pedro Bay, Alaska",Point,-153.0475,59.9737,4.9,1
1.7,"31 km SSW of Tatitlek, Alaska",2024-10-15 12:30:36.936 Z,2024-10-15 12:34:44.204 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da5n0af,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da5n0af.geojson,,,,,automatic,0,44,ak,024da5n0af,",ak024da5n0af,",",ak,",",origin,phase-data,",,,1.33,,ml,earthquake,"M 1.7 - 31 km SSW of Tatitlek, Alaska",Point,-146.886,60.5999,23.6,1
2.1,"7 km WSW of Knik, Alaska",2024-10-15 12:55:17.941 Z,2024-10-15 12:56:50.729 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da5sbqq,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da5sbqq.geojson,,,,,automatic,0,68,ak,024da5sbqq,",ak024da5sbqq,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 2.1 - 7 km WSW of Knik, Alaska",Point,-149.8558,61.4309,32,1
2.1,"7 km WSW of Knik, Alaska",2024-10-15 12:55:17.941 Z,2024-10-15 12:56:50.729 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da5sbqq,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da5sbqq.geojson,,,,,automatic,0,68,ak,024da5sbqq,",ak024da5sbqq,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 2.1 - 7 km WSW of Knik, Alaska",Point,-149.8558,61.4309,32,2
2,"8 km NE of Point MacKenzie, Alaska",2024-10-15 13:24:42.301 Z,2024-10-15 13:25:56.908 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da67612,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da67612.geojson,,,,,automatic,0,62,ak,024da67612,",ak024da67612,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 2.0 - 8 km NE of Point MacKenzie, Alaska",Point,-149.8667,61.4089,34.6,1
2,"8 km NE of Point MacKenzie, Alaska",2024-10-15 13:24:42.301 Z,2024-10-15 13:25:56.908 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da67612,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da67612.geojson,,,,,automatic,0,62,ak,024da67612,",ak024da67612,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 2.0 - 8 km NE of Point MacKenzie, Alaska",Point,-149.8667,61.4089,34.6,2
0.9,"3 km SE of Pleasant Valley, Alaska",2024-10-15 13:38:52.206 Z,2024-10-15 13:40:39.424 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6a6tg,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6a6tg.geojson,,,,,automatic,0,12,ak,024da6a6tg,",ak024da6a6tg,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 0.9 - 3 km SE of Pleasant Valley, Alaska",Point,-146.815,64.8557,3.3,1
0.9,"3 km SE of Pleasant Valley, Alaska",2024-10-15 13:38:52.206 Z,2024-10-15 13:40:39.424 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6a6tg,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6a6tg.geojson,,,,,automatic,0,12,ak,024da6a6tg,",ak024da6a6tg,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 0.9 - 3 km SE of Pleasant Valley, Alaska",Point,-146.815,64.8557,3.3,2
1.6,"66 km S of Cantwell, Alaska",2024-10-15 13:40:38.944 Z,2024-10-15 13:42:57.025 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6al86,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6al86.geojson,,,,,automatic,0,39,ak,024da6al86,",ak024da6al86,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.6 - 66 km S of Cantwell, Alaska",Point,-148.7926,62.8027,10.5,1
1.6,"66 km S of Cantwell, Alaska",2024-10-15 13:40:38.944 Z,2024-10-15 13:42:57.025 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6al86,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6al86.geojson,,,,,automatic,0,39,ak,024da6al86,",ak024da6al86,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.6 - 66 km S of Cantwell, Alaska",Point,-148.7926,62.8027,10.5,2
1.6,"26 km WSW of Trapper Creek, Alaska",2024-10-15 13:53:52.848 Z,2024-10-15 13:55:38.417 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6delw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6delw.geojson,,,,,automatic,0,39,ak,024da6delw,",ak024da6delw,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 1.6 - 26 km WSW of Trapper Creek, Alaska",Point,-150.716,62.2405,60.6,1
1.6,"26 km WSW of Trapper Creek, Alaska",2024-10-15 13:53:52.848 Z,2024-10-15 13:55:38.417 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6delw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6delw.geojson,,,,,automatic,0,39,ak,024da6delw,",ak024da6delw,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 1.6 - 26 km WSW of Trapper Creek, Alaska",Point,-150.716,62.2405,60.6,2
1.2,"53 km SSE of Denali National Park, Alaska",2024-10-15 13:56:59.018 Z,2024-10-15 13:59:01.026 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6e28d,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6e28d.geojson,,,,,automatic,0,22,ak,024da6e28d,",ak024da6e28d,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.2 - 53 km SSE of Denali National Park, Alaska",Point,-151.3452,63.0918,0,1
1.2,"53 km SSE of Denali National Park, Alaska",2024-10-15 13:56:59.018 Z,2024-10-15 13:59:01.026 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6e28d,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6e28d.geojson,,,,,automatic,0,22,ak,024da6e28d,",ak024da6e28d,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.2 - 53 km SSE of Denali National Park, Alaska",Point,-151.3452,63.0918,0,2
0.9,"2 km NW of Fox, Alaska",2024-10-15 14:03:51.568 Z,2024-10-15 14:05:19.454 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6o4b8,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6o4b8.geojson,,,,,automatic,0,12,ak,024da6o4b8,",ak024da6o4b8,",",ak,",",origin,phase-data,",,,1.02,,ml,earthquake,"M 0.9 - 2 km NW of Fox, Alaska",Point,-147.6563,64.9697,24.3,1
0.9,"2 km NW of Fox, Alaska",2024-10-15 14:03:51.568 Z,2024-10-15 14:05:19.454 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6o4b8,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6o4b8.geojson,,,,,automatic,0,12,ak,024da6o4b8,",ak024da6o4b8,",",ak,",",origin,phase-data,",,,1.02,,ml,earthquake,"M 0.9 - 2 km NW of Fox, Alaska",Point,-147.6563,64.9697,24.3,2
1.3,"15 km WSW of Susitna, Alaska",2024-10-15 14:40:35.555 Z,2024-10-15 14:42:01.543 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6w0kj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6w0kj.geojson,,,,,automatic,0,26,ak,024da6w0kj,",ak024da6w0kj,",",ak,",",origin,phase-data,",,,0.19,,ml,earthquake,"M 1.3 - 15 km WSW of Susitna, Alaska",Point,-150.7744,61.4766,53.8,1
1.3,"15 km WSW of Susitna, Alaska",2024-10-15 14:40:35.555 Z,2024-10-15 14:42:01.543 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da6w0kj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da6w0kj.geojson,,,,,automatic,0,26,ak,024da6w0kj,",ak024da6w0kj,",",ak,",",origin,phase-data,",,,0.19,,ml,earthquake,"M 1.3 - 15 km WSW of Susitna, Alaska",Point,-150.7744,61.4766,53.8,2
1.8,"48 km SSW of Adak, Alaska",2024-10-15 15:40:02.943 Z,2024-10-15 15:54:07.841 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da7h8z8,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da7h8z8.geojson,,,,,reviewed,0,50,ak,024da7h8z8,",ak024da7h8z8,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.8 - 48 km SSW of Adak, Alaska",Point,-176.9455,51.4788,25.4,1
1.7,"7 km W of Susitna North, Alaska",2024-10-15 16:01:31.984 Z,2024-10-15 16:04:00.382 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024da7uiku,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024da7uiku.geojson,,,,,automatic,0,44,ak,024da7uiku,",ak024da7uiku,",",ak,",",origin,phase-data,",,,1,,ml,earthquake,"M 1.7 - 7 km W of Susitna North, Alaska",Point,-149.9953,62.155,11.4,1
1.3,"101 km SE of McCarthy, Alaska",2024-10-17 18:23:23.224 Z,2024-10-17 18:25:31.772 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024ddk8ruq,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024ddk8ruq.geojson,,,,,automatic,0,26,ak,024ddk8ruq,",ak024ddk8ruq,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.3 - 101 km SE of McCarthy, Alaska",Point,-141.4625,60.8617,18,1
1.8,"41 km WNW of Skwentna, Alaska",2024-10-17 18:37:26.270 Z,2024-10-17 18:39:28.051 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024ddkbs43,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024ddkbs43.geojson,,,,,automatic,0,50,ak,024ddkbs43,",ak024ddkbs43,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.8 - 41 km WNW of Skwentna, Alaska",Point,-152.0823,62.1783,102.3,1
0.8,"49 km E of Anderson, Alaska",2024-10-17 18:55:02.702 Z,2024-10-17 18:57:25.129 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024ddkfl6m,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak024ddkfl6m.geojson,,,,,automatic,0,10,ak,024ddkfl6m,",ak024ddkfl6m,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 0.8 - 49 km E of Anderson, Alaska",Point,-148.1592,64.309,18.5,1
1.9,"58 km S of Whites City, New Mexico",2024-10-14 00:27:24.687 Z,2024-10-14 00:37:04.726 Z,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ueki,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024ueki.geojson,,,,,automatic,0,56,tx,2024ueki,",tx2024ueki,",",tx,",",origin,phase-data,",17,0.1,0.3,70,ml,earthquake,"M 1.9 - 58 km S of Whites City, New Mexico",Point,-104.358,31.649,4.0133,1
